Countries,Population,Total,Certain infectious and parasitic diseases,Neoplasms,Diseases of blood and disorders of immune mechanism,Endocrine nutritional and metabolic diseases,Mental and behavioural disorders,Diseases of the nervous system,Diseases of the eye and adnexa,Diseases of the ear and mastoid process,Diseases of the circulatory system,Diseases of the respiratory system,Diseases of the digestive system,Diseases of the skin and subcutaneous tissue,Diseases of the musculoskeletal system and connective tissue,Diseases of the genitourinary system,Pregnancy childbirth and the puerperium,Conditions originating in the perinatal period,Congenital malformations deformations and  abnormalities,Symptoms signs and abnormal clinical and laboratory findings,External causes of morbidity and mortality,Intestinal infectious diseases,Tuberculosis,Tetanus,Diphtheria,Whooping cough,Meningococcal infection,Septicaemia,Infections with a predominantly sexual mode of transmission (excluding HIV),Poliomyelitis,Measles,Viral hepatitis,Human immunodeficiency virus [HIV] disease,Malaria,Total of malignant neoplams,Malignant neoplasm of lip oral cavity and pharynx,Malignant neoplasm of oesophagus,Malignant neoplasm of stomach,Malignant neoplasm of colon rectosigmoid junction rectum anus and anal canal,Malignant neoplasm of liver and intrahepatic bile ducts,Malignant neoplasm of pancreas,Malignant neoplasm of trachea bronchus and lung,Melanoma and other skin cancers,Malignant neoplasm of  breast,Malignant neoplasm of cervix uteri,Malignant neoplasm of corpus uteri,Malignant neoplasm of ovary,Malignant neoplasm of prostate,Malignant neoplasm of bladder,Malignant neoplasm of lymphomas and multiple myeloma,Leukaemia,Benign neoplasms,Anaemias,Diabetes mellitus,Malnutrition,Alzheimer and other dementias,Acute rheumatic fever and chronic rheumatic heart diseases,Hypertensive diseases,Ischaemic heart diseases,Cerebrovascular diseases,Diseases of arteries arterioles and capillaries,Influenza,Pneumonia,Chronic lower respiratory diseases,Gastric and duodenal ulcer,Diseases of the liver,Disorders of kidney and ureter,Hyperplasia of prostate,Pregnancy with abortive outcome,Other direct obstetric causes,Indirect obstetric causes,Transport accidents,Falls,Accidental drowning and submersion,Exposure to smoke fire and flames,Accidental poisoning by and exposure to noxious substances,Intentional self-harm,Assault,All other external causes
Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Honduras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Hong Kong SAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Iceland,330815,2182,24,610,5,35,79,213,0,0,745,166,79,4,13,32,0,5,7,29,136,6,2,0,0,0,0,11,0,0,0,3,0,0,601,7,14,23,70,19,53,117,7,55,4,3,14,56,15,30,19,9,2,23,2,215,2,25,314,154,27,4,56,87,4,14,25,1,0,0,0,16,15,1,0,16,40,3,45 
Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Israel,8380149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Jamaica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Kazakhstan,17544126,131029,1508,16453,172,3929,1709,10838,2,7,33989,18421,13023,129,1853,4799,35,1988,1148,6558,14468,62,687,0,1,0,26,265,5,1,1,51,217,0,16144,537,929,1941,1595,732,822,2717,217,1290,630,261,504,370,237,337,489,309,100,3672,64,3593,280,1279,12573,12591,1683,8,4100,13326,702,9971,3978,689,0,19,16,2644,654,788,322,1663,2873,1046,4478 
Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Kyrgyzstan,5957271,34809,886,3841,44,393,42,509,0,0,17696,1839,2294,16,84,484,63,2224,345,941,3108,114,453,1,0,0,18,26,2,0,3,58,116,0,3777,121,127,698,243,315,165,453,55,258,259,58,116,65,44,66,126,64,27,359,10,16,177,493,11415,4553,216,23,508,1195,83,1943,474,4,3,49,11,930,79,225,27,419,417,213,798 
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Lithuania,2904910,41776,735,8497,43,355,122,589,0,1,23589,1357,2098,32,84,357,3,46,82,579,3207,17,189,0,0,1,6,445,1,0,0,30,16,1,8348,296,203,683,983,210,470,1344,148,571,206,153,278,544,233,294,249,149,23,318,3,309,84,642,15566,5694,434,4,555,713,303,873,288,18,0,3,0,307,394,146,58,482,896,121,803 
Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Macau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Martinique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Montserrat,,49,0,7,1,11,0,1,0,0,18,5,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,11,0,1,0,7,5,3,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0 
Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Netherlands,16939924,147134,3493,45718,488,3642,11377,7603,28,18,39300,12677,4537,298,1059,3347,6,334,431,5537,7241,556,36,0,0,1,4,1924,2,2,0,56,33,0,44126,654,1813,1290,5151,949,2694,10420,927,3271,207,461,1002,2641,1176,2141,1316,1592,338,2830,17,14328,222,1463,8982,9609,2718,372,3364,7066,134,1067,2121,39,0,5,1,630,2839,83,39,166,1873,105,1506 
Netherlands Antilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Occupied Palestinian Territory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Paraguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Peru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Republic of Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Republic of Moldova,3554108,39906,438,6114,26,416,181,367,0,3,23037,1834,3767,30,30,297,12,176,135,301,2742,5,273,0,0,0,7,28,0,0,0,8,88,0,6046,296,78,469,825,466,350,960,110,524,149,111,117,213,163,174,141,68,13,409,0,176,69,1912,14280,5839,248,14,925,782,212,2992,270,12,1,3,8,372,155,181,54,391,556,176,857 
Reunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Rodrigues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Romania,22242738,260997,2733,51288,122,2666,212,3739,0,1,153849,14992,14374,82,45,3454,27,543,425,2606,9839,174,1055,4,0,0,12,1100,1,1,0,83,189,3,50997,2174,701,3354,6124,3058,2864,10346,934,3432,1644,630,1065,2199,1554,1207,1326,291,73,2508,99,2018,354,30687,52686,44306,11487,25,6795,6301,472,9767,3258,113,5,13,9,2274,1288,635,383,717,2221,301,2020 
Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Saint Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Saint Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Saint Pierre and Miquelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Saint Vincent and the Grenadines,218924,879,53,185,11,77,1,16,0,2,283,67,32,12,6,19,0,13,7,20,75,4,1,0,0,0,0,20,2,0,0,0,21,0,182,2,3,11,12,12,5,11,1,14,7,10,5,51,2,3,6,3,9,68,2,3,1,51,91,79,7,0,33,11,3,8,13,1,0,0,0,24,5,6,1,2,3,25,9 
San Marino,,181,0,57,0,11,5,14,0,0,51,12,8,0,0,3,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,1,3,8,2,4,9,1,3,0,1,2,2,4,4,4,3,0,10,0,10,0,2,8,12,3,0,1,9,0,3,3,0,0,0,0,3,5,0,0,0,6,0,2 
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Singapore,3902690,18640,179,5691,5,261,1,190,0,4,5672,4294,446,106,87,894,3,25,51,62,669,39,39,0,0,1,0,41,0,0,0,2,32,0,5613,215,105,307,849,540,354,1261,24,424,70,84,127,172,85,221,120,78,4,242,0,5,22,722,3099,1265,187,1,3761,442,35,172,471,0,1,2,0,120,126,6,5,17,329,15,51 
Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Slovenia,2063077,19834,152,6207,20,386,272,420,0,1,7982,1306,871,14,72,311,1,18,26,379,1395,7,11,1,0,0,1,98,0,0,0,2,2,0,6155,146,86,339,778,249,367,1192,159,428,49,113,148,404,179,352,192,52,3,328,1,174,80,736,2076,1965,381,9,673,415,49,422,190,0,0,1,0,142,491,21,10,51,422,13,245 
South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
